   #ID       X         Y         R       EPS       TAU       AMP       DMAG  TIME[days]  DTIME
 15341  -328.202  -418.829   532.390     0.059     0.059     1.007      0.01  -790709.0  191597.0
 15340  -863.767   116.938   872.974     0.024     0.024     1.001      0.00  -1029735.9  -47429.9
 15339   562.786  -416.538   698.787     0.035     0.035     1.002      0.00  -925912.7       0.0
 15338  -863.152   532.715  1015.701     0.019     0.019     1.001      0.00  -1100586.4  -174673.6
 15337  -870.785    67.307   874.682     0.024     0.024     1.001      0.00  -1031434.8  -105522.1
 15336   451.918  -522.797   689.756     0.037     0.037     1.003      0.00  -919019.2    6893.5
 15335    -7.674   682.661   683.341     0.044     0.044     1.006      0.01  -875706.8   50206.0
 15334  -397.140   697.508   803.806     0.031     0.031     1.002      0.00  -968447.5  -42534.7
 15333   232.248   -32.054   233.122     0.197     0.201     1.049      0.05  -430763.5  495149.2
 15332  -248.454    39.995   252.991     0.182     0.185     1.042      0.04  -453342.9  472569.9
 15331   310.456   -31.662   310.755     0.133     0.134     1.022      0.02  -547173.8  378739.0
 15330   516.091  -658.576   835.439     0.026     0.026     1.002      0.00  -1013232.1  -87319.4
 15329  -662.107   691.180   958.457     0.022     0.022     1.001      0.00  -1065398.7       0.0
 15328  -584.520   181.668   613.483     0.046     0.046     1.003      0.00  -851058.3  214340.4
 15327   381.638   676.983   777.071     0.034     0.034     1.003      0.00  -947260.7  118138.0
 15326    -6.839   541.973   542.656     0.067     0.067     1.011      0.01  -757262.6  308136.0
 15325  -402.519  -566.584   695.232     0.037     0.037     1.004      0.00  -918872.7  146526.0
 15324   856.335    99.621   860.935     0.025     0.025     1.001      0.00  -1022189.2   43209.5
 15323   672.061  -594.671   896.033     0.023     0.023     1.001      0.00  -1048917.2   16481.4
 15322   235.607   780.827   815.833     0.031     0.031     1.003      0.00  -969219.9   96178.8
 15321   741.175  -289.988   794.490     0.028     0.028     1.001      0.00  -988192.3   77206.3
 15320  -786.359  -855.795  1162.608     0.015     0.015     1.001      0.00  -1178601.8  -113203.1
 15319   318.165   216.919   384.390     0.107     0.107     1.017      0.02  -613823.2       0.0
 15318  -407.731  -377.563   556.196     0.054     0.054     1.006      0.01  -812174.7  -198351.6
 15317  -697.448   871.823  1117.741     0.016     0.016     1.001      0.00  -1144225.3  -530402.2
 15316   362.612   314.419   479.405     0.076     0.076     1.010      0.01  -713940.8  -100117.7
 15315    31.484  -423.859   424.315     0.087     0.087     1.017      0.02  -685483.9  -71660.7
 15314   762.249  -782.981  1091.420     0.016     0.016     1.001      0.00  -1148682.5  -534859.4
 15313  -840.550   615.267  1043.051     0.018     0.018     1.001      0.00  -1112933.5  -499110.3
 15312  -865.034   421.005   963.445     0.021     0.021     1.001      0.00  -1075102.1  -461278.9
 15311  -511.746   125.071   528.175     0.059     0.059     1.005      0.01  -779913.7  -166090.5
 15310   711.576  -279.171   762.985     0.030     0.030     1.002      0.00  -968157.2  -354334.0
 15309   501.155  -105.617   510.807     0.061     0.061     1.005      0.01  -772747.7       0.0
 15308  -880.571   -84.564   885.812     0.024     0.024     1.001      0.00  -1039496.5  -266748.7
 15307   871.162  -794.175  1177.482     0.014     0.014     1.001      0.00  -1187765.2  -415017.4
 15306  -661.067   372.625   760.252     0.032     0.032     1.002      0.00  -953023.0  -180275.3
 15305   530.084   795.588   955.830     0.023     0.023     1.002      0.00  -1057117.4  -284369.7
 15304   696.372  -885.427  1125.197     0.015     0.015     1.001      0.00  -1163899.9  -391152.2
 15303   494.702  -771.469   915.257     0.022     0.022     1.001      0.00  -1058422.7  -285674.9
 15302  -133.882   776.575   788.858     0.033     0.033     1.003      0.00  -952138.8  -179391.0
 15301   416.007    43.476   417.089     0.087     0.087     1.010      0.01  -671284.3  101463.4
 15300  -283.175   178.158   335.950     0.128     0.129     1.022      0.02  -559062.4  213685.4
 15299  -227.700  -790.910   822.785     0.028     0.028     1.003      0.00  -1001140.5       0.0
 15298   240.911   671.089   713.184     0.040     0.040     1.005      0.00  -899632.3  101508.1
 15297  -783.612  -484.011   921.782     0.022     0.022     1.001      0.00  -1060840.2  -59699.8
 15296   216.048  -377.699   433.962     0.081     0.081     1.012      0.01  -699626.9  301513.5
 15295   -35.078  -629.440   629.866     0.045     0.045     1.006      0.01  -869736.9  131403.5
 15294   191.189  -497.365   531.816     0.059     0.059     1.008      0.01  -791973.9  209166.5
 15293   -47.159  -710.959   711.985     0.036     0.036     1.004      0.00  -929491.2   71649.3
 15292  -692.907   529.381   873.364     0.025     0.025     1.001      0.00  -1020621.6  -19481.1
 15291  -837.456   510.812   982.345     0.020     0.020     1.001      0.00  -1083391.9  -82251.5
 15290   -72.317  -457.430   462.694     0.076     0.076     1.014      0.01  -723875.1  277265.4
 15289   710.262   717.758  1009.336     0.020     0.020     1.001      0.00  -1089653.9       0.0
 15288  -463.340   904.710  1017.583     0.020     0.020     1.001      0.00  -1090981.8   -1327.9
 15287  -711.085  -879.336  1131.179     0.015     0.015     1.001      0.00  -1164232.3  -74578.5
 15286   -19.383  -193.433   193.912     0.269     0.280     1.131      0.13  -368551.4  721102.5
 15285   234.193   400.815   464.125     0.085     0.086     1.015      0.02  -685976.2  403677.7
 15284  -365.939   376.859   526.615     0.064     0.064     1.007      0.01  -761738.2  327915.7
 15283  -882.052  -210.978   908.009     0.022     0.022     1.001      0.00  -1052831.6   36822.3
 15282  -581.525   652.105   875.034     0.026     0.026     1.001      0.00  -1017325.9   72328.0
 15281   -39.610   637.507   639.436     0.050     0.050     1.007      0.01  -841717.2  247936.6
 15280  -293.959  -448.617   536.517     0.058     0.058     1.008      0.01  -793910.0  295743.9
 15279   146.660  -461.989   483.738     0.069     0.069     1.010      0.01  -747279.1       0.0
 15278   171.223  -314.563   356.999     0.109     0.110     1.021      0.02  -613075.5  134203.7
 15277  -740.465   756.467  1059.873     0.018     0.018     1.001      0.00  -1118160.0  -370880.9
 15276  -494.637   460.090   676.878     0.041     0.041     1.003      0.00  -888366.7  -141087.6
 15275  -661.196   181.927   687.143     0.038     0.038     1.002      0.00  -907619.9  -160340.7
 15274  -684.936   614.793   921.734     0.023     0.023     1.001      0.00  -1046718.5  -299439.4
 15273  -819.961   463.677   943.382     0.022     0.022     1.001      0.00  -1063129.9  -315850.8
 15272   -55.359   583.654   587.013     0.058     0.058     1.009      0.01  -798111.5  -50832.4
 15271   590.044  -392.927   707.513     0.035     0.035     1.002      0.00  -931938.7  -184659.5
 15270  -454.710  -809.733   928.743     0.022     0.022     1.002      0.00  -1062807.1  -315528.0
 15269  -546.675   222.027   591.439     0.049     0.049     1.004      0.00  -831159.4       0.0
 15268   -27.600  -900.473   900.313     0.024     0.024     1.002      0.00  -1046627.5  -215468.1
 15267  -313.676   750.198   814.194     0.031     0.031     1.002      0.00  -972488.0  -141328.6
 15266  -667.572   563.835   875.181     0.025     0.025     1.001      0.00  -1020608.3  -189448.9
 15265    51.400  -905.386   906.152     0.023     0.023     1.002      0.00  -1050211.2  -219051.7
 15264   478.842   -97.702   487.354     0.066     0.066     1.006      0.01  -750653.9   80505.5
 15263  -185.083   525.091   557.760     0.062     0.062     1.008      0.01  -776799.2   54360.3
 15262  -208.051   382.779   436.813     0.092     0.092     1.015      0.02  -660520.2  170639.2
 15261  -110.861  -833.077   839.971     0.027     0.027     1.003      0.00  -1011490.5  -180331.1
 15260  -104.336  -311.693   328.503     0.130     0.131     1.034      0.04  -572313.1  258846.3
 15259    89.120  -815.339   819.441     0.028     0.028     1.003      0.00  -999925.7       0.0
 15258    19.110  -173.931   174.226     0.302     0.317     1.161      0.16  -333718.3  666207.3
 15257  -302.690   738.432   799.115     0.032     0.032     1.003      0.00  -962602.8   37322.8
 15256  -790.344   190.176   814.268     0.028     0.028     1.001      0.00  -993082.4    6843.3
 15255    -3.287  -816.477   815.868     0.028     0.028     1.003      0.00  -997229.0    2696.7
 15254   190.734   223.319   293.346     0.174     0.177     1.049      0.05  -477443.3  522482.4
 15253   267.333  -831.170   872.129     0.025     0.025     1.002      0.00  -1032417.7  -32492.1
 15252  -246.512   367.288   443.561     0.088     0.088     1.013      0.01  -671438.3  328487.4
 15251   315.522   705.704   773.085     0.034     0.034     1.003      0.00  -942826.5   57099.2
 15250   228.999  -334.722   404.339     0.089     0.090     1.014      0.02  -668564.8  331360.9
 15249    11.679  -231.704   231.317     0.213     0.218     1.083      0.09  -433072.9       0.0
 15248  -894.641  -818.027  1212.757     0.013     0.013     1.001      0.00  -1200726.9  -767654.0
 15247   300.973  -621.814   689.718     0.037     0.037     1.003      0.00  -917250.8  -484177.9
 15246  -568.307   464.775   735.524     0.035     0.035     1.002      0.00  -932101.8  -499029.0
 15245  -281.143    46.139   286.244     0.153     0.155     1.030      0.03  -504485.5  -71412.7
 15244  -410.564   556.895   693.123     0.040     0.040     1.003      0.00  -895206.8  -462133.9
 15243   202.038    87.401   219.230     0.233     0.239     1.074      0.08  -381440.0   51632.9
 15242  -814.763  -205.302   841.296     0.026     0.026     1.001      0.00  -1014473.1  -581400.2
 15241   899.561   197.654   919.927     0.022     0.022     1.001      0.00  -1053983.7  -620910.8
 15240   488.689  -485.120   687.263     0.037     0.037     1.003      0.00  -917567.8  -484494.9
 15239  -631.363   586.363   862.993     0.026     0.026     1.001      0.00  -1012316.9       0.0
 15238  -620.820   812.560  1023.837     0.019     0.019     1.001      0.00  -1097622.9  -85306.0
 15237   339.573  -296.245   449.280     0.075     0.075     1.009      0.01  -717168.5  295148.4
 15236   321.956   219.850   389.175     0.105     0.105     1.017      0.02  -619547.6  392769.3
 15235   409.134   180.445   446.263     0.081     0.081     1.010      0.01  -691598.2  320718.7
 15234   163.937  -112.038   197.178     0.238     0.245     1.080      0.08  -377898.1  634418.7
 15233  -756.461   451.197   882.198     0.025     0.025     1.001      0.00  -1028220.9  -15904.0
 15232  -407.978   162.027   440.370     0.081     0.081     1.009      0.01  -690055.4  322261.5
 15231   438.396  -401.955   593.431     0.047     0.047     1.004      0.00  -846930.8  165386.1
 15230  -663.614   482.486   821.854     0.028     0.028     1.002      0.00  -989987.3   22329.6
 15229  -419.769   456.713   621.624     0.048     0.048     1.004      0.00  -843245.7       0.0
 15228  -615.503   115.956   627.679     0.044     0.044     1.003      0.00  -864604.5  -21358.8
 15227   285.985   589.321   655.060     0.047     0.047     1.006      0.01  -857624.7  -14378.9
 15226   625.760   670.632   916.836     0.024     0.024     1.002      0.00  -1038702.9  -195457.2
 15225  -262.136   742.856   788.755     0.033     0.033     1.003      0.00  -954816.0  -111570.3
 15224   351.360   296.549   459.221     0.081     0.082     1.011      0.01  -693648.3  149597.4
 15223   441.202  -906.321  1006.898     0.019     0.019     1.001      0.00  -1106000.6  -262754.8
 15222   199.694   -30.407   200.662     0.237     0.244     1.073      0.08  -374366.5  468879.2
 15221   -74.532  -550.944   555.516     0.056     0.056     1.008      0.01  -809332.1   33913.7
 15220   160.962  -390.294   421.130     0.086     0.086     1.015      0.02  -684914.3  158331.4
 15219  -174.026   719.070   740.729     0.037     0.037     1.004      0.00  -920266.4       0.0
 15218   107.191  -870.634   876.438     0.025     0.025     1.002      0.00  -1033717.6  -113451.2
 15217   681.736   770.068  1028.113     0.019     0.019     1.001      0.00  -1098195.8  -177929.4
 15216   769.131  -127.702   778.320     0.030     0.030     1.001      0.00  -975979.9  -55713.5
 15215  -374.573   459.843   594.369     0.052     0.052     1.005      0.01  -818935.0  101331.4
 15214   167.100   148.081   222.749     0.248     0.256     1.094      0.10  -368441.1  551825.3
 15547   752.640  -862.042  1143.077     0.015     0.015     1.001      0.00  -1172193.4       0.0
 15546   127.633   510.781   526.787     0.071     0.071     1.012      0.01  -742845.9  429347.6
 15545  -711.484   653.606   967.477     0.021     0.021     1.001      0.00  -1071603.9  100589.5
 15544  -644.197  -337.521   728.086     0.033     0.033     1.002      0.00  -943139.0  229054.4
 15543    35.258   750.447   751.838     0.037     0.037     1.004      0.00  -925263.4  246930.0
 15542   493.159   870.695  1000.581     0.021     0.021     1.001      0.00  -1079975.4   92218.0
 15541   615.951   -71.620   618.783     0.044     0.044     1.003      0.00  -862687.8  309505.7
 15540  -676.949   531.591   862.097     0.026     0.026     1.001      0.00  -1013649.1  158544.3
 15539   653.965  -801.888  1033.469     0.018     0.018     1.001      0.00  -1120518.3       0.0
 15538   461.572   592.021   750.411     0.035     0.035     1.003      0.00  -932604.8  187913.6
 15537   494.670  -685.781   844.334     0.026     0.026     1.002      0.00  -1018296.4  102222.0
 15536   264.611   277.263   382.853     0.113     0.113     1.021      0.02  -602237.6  518280.7
 15535  -360.156   138.284   387.186     0.100     0.100     1.013      0.01  -630820.1  489698.3
 15534  -477.138   215.105   524.784     0.061     0.061     1.005      0.01  -772074.1  348444.3
 15533   456.455    66.267   460.089     0.074     0.074     1.008      0.01  -715483.3  405035.0
 15532  -825.785   594.320  1018.799     0.019     0.019     1.001      0.00  -1100842.4   19675.9
 15531   623.645   391.310   735.514     0.035     0.035     1.002      0.00  -931942.3  188576.0
 15530   340.616  -268.929   432.614     0.079     0.079     1.010      0.01  -700027.2  420491.1
 15529   367.287   628.528   727.879     0.038     0.038     1.004      0.00  -913660.1       0.0
 15528   -32.089  -592.233   592.550     0.050     0.050     1.007      0.01  -840325.6   73334.5
 15527  -496.067  -798.392   940.088     0.022     0.022     1.002      0.00  -1069136.4  -155476.3
 15526   178.095  -540.842   568.428     0.053     0.053     1.007      0.01  -822977.5   90682.6
 15525    31.201   330.470   332.443     0.159     0.161     1.050      0.05  -516237.1  397423.0
 15524   815.830  -710.497  1080.488     0.016     0.016     1.001      0.00  -1143734.5  -230074.4
 15523  -409.055  -195.873   454.398     0.074     0.074     1.009      0.01  -718129.4  195530.7
 15522  -876.362  -331.145   937.794     0.021     0.021     1.001      0.00  -1069539.1  -155879.0
 15521  -150.894   601.274   620.828     0.052     0.052     1.007      0.01  -829210.5   84449.6
 15520  -874.200   521.572  1019.367     0.019     0.019     1.001      0.00  -1102724.8  -189064.7
 15519   298.532   526.671   605.319     0.053     0.053     1.007      0.01  -818710.8       0.0
 15518   261.341  -253.320   362.630     0.104     0.105     1.017      0.02  -621659.3  197051.5
 15517  -744.841  -479.389   886.497     0.024     0.024     1.001      0.00  -1041121.2  -222410.4
 15516   -73.481  -553.900   558.303     0.056     0.056     1.008      0.01  -811706.1    7004.7
 15515   360.145  -655.695   746.943     0.032     0.032     1.003      0.00  -956715.5  -138004.8
 15514  -294.100    63.350   302.204     0.143     0.144     1.026      0.03  -525970.1  292740.7
 15513  -185.058   -75.975   200.974     0.239     0.246     1.081      0.08  -377410.4  441300.4
 15512    32.273  -806.594   806.569     0.029     0.029     1.003      0.00  -991678.2  -172967.5
 15511   -70.744   432.965   439.525     0.097     0.097     1.020      0.02  -653646.2  165064.5
 15510  -453.992   738.574   868.137     0.027     0.027     1.002      0.00  -1009222.3  -190511.5
 15509   103.008   906.155   912.469     0.025     0.026     1.002      0.00  -1027215.1       0.0
 15508  -772.322  -859.903  1156.194     0.015     0.015     1.001      0.00  -1175703.5  -148488.4
 15507  -498.753    24.928   500.660     0.064     0.064     1.006      0.01  -758348.5  268866.6
 15506  -407.726  -557.539   690.957     0.038     0.038     1.004      0.00  -915914.2  111300.9
 15505  -898.512     5.539   899.788     0.023     0.023     1.001      0.00  -1046518.0  -19302.9
 15504   -45.322  -633.351   634.441     0.044     0.045     1.006      0.01  -873184.6  154030.5
 15503   170.226  -822.902   839.461     0.027     0.027     1.002      0.00  -1012556.2   14658.9
 15502   421.778  -428.425   599.879     0.046     0.046     1.004      0.00  -851928.6  175286.5
 15501  -650.485   169.798   673.652     0.039     0.039     1.002      0.00  -898052.5  129162.6
 15500   219.316    78.404   231.939     0.213     0.218     1.061      0.06  -407428.0  619787.1
 15499  -356.430  -457.970   580.608     0.051     0.051     1.006      0.01  -831846.4       0.0
 15498  -508.299  -549.830   749.183     0.032     0.032     1.003      0.00  -956289.6  -124443.1
 15497   714.224  -310.491   777.395     0.029     0.029     1.002      0.00  -977635.8  -145789.3
 15496   663.595   895.136  1114.036     0.017     0.017     1.001      0.00  -1138970.6  -307124.2
 15495   676.602  -109.985   684.145     0.037     0.037     1.002      0.00  -912286.9  -80440.5
 15494   460.415  -357.190   581.350     0.049     0.049     1.004      0.00  -837235.1   -5388.7
 15493   466.485   189.464   502.565     0.066     0.066     1.007      0.01  -749265.3   82581.1
 15492   534.758  -785.030   948.642     0.021     0.021     1.001      0.00  -1076651.8  -244805.4
 15491  -773.683  -132.599   786.096     0.029     0.029     1.002      0.00  -980115.3  -148268.9
 15490  -682.532   564.665   887.194     0.025     0.025     1.001      0.00  -1027856.8  -196010.4
 15489  -631.500  -463.693   784.100     0.029     0.030     1.002      0.00  -979589.8       0.0
 15488   215.591  -721.745   752.302     0.032     0.032     1.003      0.00  -958636.1   20953.7
 15487   779.131   519.398   935.688     0.022     0.022     1.001      0.00  -1054660.7  -75070.9
 15486  -299.634   604.750   676.025     0.043     0.043     1.004      0.00  -877774.8  101815.0
 15485  -448.846  -413.723   610.936     0.046     0.046     1.004      0.00  -857065.1  122524.7
 15484   167.159  -827.863   843.714     0.026     0.026     1.002      0.00  -1015056.3  -35466.5
 15483   457.703  -668.310   808.797     0.028     0.028     1.002      0.00  -996737.4  -17147.6
 15482   337.570  -324.520   466.924     0.070     0.070     1.008      0.01  -734660.1  244929.7
 15481  -479.371  -759.718   898.459     0.024     0.024     1.002      0.00  -1046251.3  -66661.4
 15480  -564.386  -365.039   672.867     0.039     0.039     1.003      0.00  -904381.7   75208.1
 15479   365.776  -776.763   857.479     0.025     0.025     1.002      0.00  -1024824.9       0.0
 15478   616.651  -109.436   624.942     0.043     0.043     1.003      0.00  -868426.6  156398.3
 15477  -203.602  -652.817   683.611     0.039     0.039     1.004      0.00  -909415.2  115409.8
 15476  -303.224  -102.919   321.204     0.127     0.128     1.022      0.02  -563358.4  461466.5
 15475    40.434  -786.846   787.200     0.030     0.030     1.003      0.00  -979617.6   45207.3
 15474   677.600  -851.625  1087.036     0.016     0.016     1.001      0.00  -1146251.2  -121426.3
 15473  -486.144   300.666   573.003     0.053     0.053     1.004      0.00  -811069.2  213755.8
 15472   506.845    76.334   511.414     0.062     0.063     1.006      0.01  -765222.3  259602.7
 15471   611.379  -747.357   964.295     0.020     0.020     1.001      0.00  -1085368.3  -60543.4
 15470    39.180   860.837   862.293     0.028     0.028     1.003      0.00  -997321.9   27503.1
 15469   468.852  -336.817   575.912     0.049     0.049     1.004      0.00  -832753.3       0.0
 15468   868.084  -543.604  1022.850     0.018     0.018     1.001      0.00  -1115852.6  -283099.3
 15467  -512.228  -903.830  1038.966     0.018     0.018     1.001      0.00  -1119926.3  -287173.0
 15466  -720.370  -139.006   734.774     0.033     0.033     1.002      0.00  -946739.7  -113986.4
 15465   141.675   604.485   621.187     0.053     0.053     1.007      0.01  -826795.5    5957.8
 15464  -586.810  -267.492   645.786     0.041     0.041     1.003      0.00  -884425.3  -51672.0
 15463  -896.846  -226.055   925.962     0.022     0.022     1.001      0.00  -1062781.2  -230027.9
 15462  -824.960   461.624   946.732     0.022     0.022     1.001      0.00  -1065038.1  -232284.8
 15461  -180.552  -618.586   644.153     0.043     0.043     1.005      0.01  -880400.5  -47647.2
 15460    29.406  -690.336   690.288     0.038     0.038     1.004      0.00  -914721.9  -81968.6
 15459   835.709   421.209   935.016     0.022     0.022     1.001      0.00  -1057057.0       0.0
 15458  -419.176   707.167   823.242     0.029     0.029     1.002      0.00  -981242.6   75814.4
 15457   796.568  -518.119   948.855     0.021     0.021     1.001      0.00  -1077825.5  -20768.5
 15456   374.616    64.829   379.054     0.102     0.102     1.014      0.01  -625450.4  431606.6
 15455   462.394   407.526   615.820     0.049     0.049     1.005      0.01  -837395.5  219661.5
 15454  -884.637  -820.101  1206.794     0.014     0.014     1.001      0.00  -1198152.4  -141095.4
 15453  -554.785  -753.938   936.304     0.022     0.022     1.001      0.00  -1067427.4  -10370.4
 15452   452.111  -124.004   467.433     0.070     0.070     1.007      0.01  -732345.3  324711.7
 15451   807.905  -831.648  1158.140     0.014     0.014     1.001      0.00  -1179094.6  -122037.6
 15450    -7.383  -635.374   634.811     0.044     0.044     1.006      0.01  -873679.5  183377.6
 15449  -153.044   160.522   223.104     0.243     0.251     1.085      0.09  -371106.4       0.0
 15448  -874.959   678.199  1108.399     0.016     0.016     1.001      0.00  -1144152.3  -773045.9
 15447  -246.822  -503.207   560.476     0.055     0.055     1.007      0.01  -814016.9  -442910.6
 15446  -849.063   -24.877   850.664     0.025     0.025     1.001      0.00  -1018512.2  -647405.8
 15445  -357.003   -72.548   365.407     0.105     0.105     1.015      0.02  -618049.1  -246942.7
 15444  -465.985   -89.286   475.578     0.069     0.069     1.007      0.01  -737605.7  -366499.3
 15443   681.955  -699.684   975.725     0.020     0.020     1.001      0.00  -1091667.4  -720561.1
 15442   644.122   166.637   664.269     0.040     0.040     1.003      0.00  -889370.2  -518263.8
 15441  -884.581   101.705   891.726     0.023     0.023     1.001      0.00  -1040756.0  -669649.6
 15440   342.037  -340.434   481.253     0.067     0.067     1.008      0.01  -748502.8  -377396.5
 15439  -250.621   902.400   937.491     0.024     0.024     1.002      0.00  -1044323.0       0.0
 15438  -116.850  -545.681   557.708     0.056     0.056     1.008      0.01  -811120.2  233202.8
 15437  -874.390   897.538  1254.371     0.013     0.013     1.000      0.00  -1206869.5  -162546.5
 15436  -779.217   233.815   814.922     0.028     0.028     1.001      0.00  -992555.5   51767.5
 15435    31.995   203.930   206.849     0.332     0.352     1.203      0.20  -308799.7  735523.3
 15434   719.073   548.189   903.580     0.024     0.024     1.001      0.00  -1035078.3    9244.7
 15433  -225.202  -565.756   608.818     0.048     0.048     1.006      0.01  -853332.5  190990.5
 15432  -345.571   706.170   787.301     0.032     0.032     1.003      0.00  -956264.9   88058.2
 15431  -366.518  -761.909   845.468     0.026     0.026     1.002      0.00  -1015197.0   29126.0
 15430  -285.127  -635.980   696.918     0.037     0.037     1.004      0.00  -919186.0  125137.0
 15429   619.222  -149.214   635.581     0.042     0.042     1.003      0.00  -877430.8       0.0
 15428   423.985  -708.547   824.535     0.027     0.027     1.002      0.00  -1005937.0  -128506.1
 15427   393.621   685.764   790.618     0.033     0.033     1.003      0.00  -956412.0  -78981.2
 15426   425.609  -173.080   458.059     0.072     0.072     1.007      0.01  -724529.5  152901.4
 15425   350.269   681.429   766.163     0.035     0.035     1.003      0.00  -939130.0  -61699.1
 15424  -200.140   130.585   240.365     0.209     0.213     1.058      0.06  -414130.9  463300.0
 15423  -876.685   319.084   934.339     0.022     0.022     1.001      0.00  -1061132.8  -183701.9
 15422   824.478   456.568   941.657     0.022     0.022     1.001      0.00  -1059835.2  -182404.4
 15421  -532.622   177.220   562.719     0.054     0.054     1.004      0.00  -808504.4   68926.4
 15420   526.169   888.328  1032.360     0.020     0.020     1.001      0.00  -1096847.5  -219416.6
 15419   363.766   431.277   563.871     0.059     0.059     1.007      0.01  -788347.0       0.0
 15418   135.737  -828.017   838.253     0.027     0.027     1.002      0.00  -1011579.0  -223232.0
 15417    42.927  -296.238   298.539     0.148     0.150     1.042      0.05  -534205.6  254141.3
 15416   -79.530   898.272   902.517     0.026     0.026     1.002      0.00  -1022109.8  -233762.8
 15415   813.456   686.744  1064.022     0.018     0.018     1.001      0.00  -1119216.6  -330869.6
 15414   391.873   468.552   610.497     0.051     0.051     1.006      0.01  -828175.0  -39828.0
 15413   152.681  -891.261   903.420     0.023     0.023     1.002      0.00  -1049255.3  -260908.4
 15412  -750.151   682.281  1015.365     0.019     0.019     1.001      0.00  -1096863.3  -308516.3
 15411   525.520  -177.056   553.157     0.053     0.053     1.004      0.00  -811904.8  -23557.8
 15410  -111.435   -80.948   138.388     0.369     0.397     1.223      0.22  -256886.4  531460.6
 15409    83.701   655.004   660.790     0.047     0.047     1.006      0.01  -858069.5       0.0
 15408   160.848  -293.514   333.550     0.121     0.122     1.026      0.03  -583961.5  274107.9
 15407  -789.514  -388.325   880.698     0.024     0.024     1.001      0.00  -1037920.3  -179850.9
 15406   584.430  -841.415  1023.243     0.018     0.018     1.001      0.00  -1115087.9  -257018.4
 15405  -741.103   688.379  1012.827     0.019     0.019     1.001      0.00  -1095349.1  -237279.6
 15404    -7.474  -451.065   450.528     0.079     0.080     1.015      0.02  -712126.4  145943.1
 15403  -402.676   316.090   513.290     0.065     0.065     1.007      0.01  -753789.3  104280.2
 15402    98.702  -568.319   576.000     0.052     0.052     1.007      0.01  -828065.8   30003.7
 15401   123.170   721.562   732.402     0.039     0.039     1.005      0.00  -911737.2  -53667.7
 15400   525.462   167.896   550.629     0.056     0.056     1.005      0.01  -795873.4   62196.0
 15399   820.674   -84.881   823.740     0.027     0.027     1.001      0.00  -1003468.3       0.0
 15398   321.508   541.022   629.238     0.050     0.050     1.006      0.01  -838986.4  164481.9
 15397  -341.338    78.520   351.615     0.114     0.115     1.017      0.02  -591809.5  411658.8
 15396   408.996  -272.652   490.156     0.065     0.065     1.007      0.01  -757049.4  246419.0
 15395  -500.264  -199.784   539.617     0.056     0.056     1.005      0.01  -798164.9  205303.5
 15394    48.953  -158.360   164.792     0.315     0.332     1.170      0.17  -316944.9  686523.4
 15393   761.659  -860.976  1148.226     0.015     0.015     1.001      0.00  -1174525.4  -171057.0
 15392  -385.153   570.358   689.441     0.040     0.041     1.003      0.00  -891357.6  112110.7
 15391  -518.624   799.618   954.284     0.022     0.022     1.001      0.00  -1059172.2  -55703.8
 15390  -495.694    68.421   501.722     0.064     0.064     1.006      0.01  -757675.5  245792.9
 15389   312.397  -674.180   741.950     0.033     0.033     1.003      0.00  -952901.1       0.0
 15388  -183.027  -802.104   822.394     0.028     0.028     1.003      0.00  -1000850.3  -47949.2
 15387   471.884   705.577   848.651     0.028     0.028     1.002      0.00  -994783.2  -41882.1
 15386  -551.441   736.414   921.246     0.024     0.024     1.001      0.00  -1042170.4  -89269.3
 15385    60.011   367.064   372.351     0.131     0.133     1.036      0.04  -570485.7  382415.4
 15384  -201.513  -578.930   612.825     0.047     0.047     1.006      0.01  -856374.8   96526.3
 15383  -142.008   778.509   792.193     0.033     0.033     1.003      0.00  -954470.7   -1569.6
 15382   599.281   -72.759   602.361     0.046     0.046     1.003      0.00  -849776.8  103124.3
 15381  -833.069  -282.011   880.498     0.024     0.024     1.001      0.00  -1037633.3  -84732.2
 15380   285.487  -373.336   468.726     0.070     0.071     1.009      0.01  -735715.4  217185.7
 15379  -189.906  -698.334   723.425     0.035     0.035     1.004      0.00  -937172.9       0.0
 15378   443.023     8.925   441.871     0.078     0.079     1.008      0.01  -700309.4  236863.4
 15377  -471.056  -501.458   688.414     0.037     0.037     1.003      0.00  -914710.0   22462.8
 15376  -551.306   357.143   658.270     0.042     0.042     1.003      0.00  -879153.1   58019.8
 15375  -663.535  -529.567   849.546     0.026     0.026     1.002      0.00  -1019482.1  -82309.2
 15374   822.805   -20.997   821.803     0.027     0.027     1.001      0.00  -1001154.9  -63982.1
 15373   217.711   655.625   691.023     0.043     0.043     1.005      0.01  -882902.6   54270.2
 15372   314.693  -445.061   543.847     0.055     0.055     1.006      0.01  -804555.2  132617.7
 15697   242.379  -385.724   454.362     0.075     0.075     1.010      0.01  -720805.7       0.0
 15696  -292.269   873.360   921.955     0.024     0.024     1.002      0.00  -1036310.0  -315504.3
 15695   384.627  -520.104   645.628     0.041     0.041     1.004      0.00  -886519.2  -165713.5
 15694   385.518  -140.182   408.821     0.087     0.087     1.010      0.01  -672413.0   48392.7
 15693  -247.506   786.567   825.559     0.030     0.030     1.003      0.00  -977998.3  -257192.5
 15692  -509.053   677.060   848.332     0.028     0.028     1.002      0.00  -999338.3  -278532.5
 15691    83.342  -729.555   733.541     0.034     0.034     1.004      0.00  -944967.3  -224161.6
