   #ID       X         Y         R       EPS       TAU       AMP       DMAG  TIME[days]  DTIME
  6488   717.121   447.965   844.804     0.024     0.024     1.001      0.00  -1003061.9   29002.7
  6487   193.021  -390.391   434.390     0.072     0.073     1.011      0.01  -700595.7  331468.9
  6486  -473.746   250.218   537.166     0.053     0.053     1.005      0.00  -782377.1  249687.4
  6485   632.888   502.262   807.374     0.027     0.027     1.002      0.00  -976926.3   55138.3
  6484   232.651  -535.425   582.716     0.045     0.045     1.005      0.01  -836274.0  195790.5
  6483   551.889   -15.411   550.832     0.048     0.048     1.004      0.00  -805830.3  226234.2
  6482  -525.998  -384.002   651.901     0.036     0.036     1.003      0.00  -889416.7  142647.9
  6481  -583.839  -516.730   780.194     0.027     0.027     1.002      0.00  -977231.4   54833.2
  6480   331.925   719.145   792.090     0.029     0.029     1.003      0.00  -956154.0   75910.6
  6479   375.150   591.340   700.155     0.036     0.036     1.004      0.00  -895021.9       0.0
  6478  -242.510   444.101   507.148     0.064     0.064     1.009      0.01  -734845.5  160176.4
  6477   -70.283   342.974   350.964     0.126     0.127     1.034      0.04  -547461.0  347560.8
  6476  -365.755  -607.759   709.445     0.032     0.032     1.003      0.00  -928930.5  -33908.7
  6475  -603.758   560.823   825.385     0.025     0.025     1.001      0.00  -989784.2  -94762.3
  6474  -894.974   698.530  1136.679     0.014     0.014     1.001      0.00  -1157512.5  -262490.7
  6473  -299.488   149.999   336.353     0.112     0.113     1.018      0.02  -565305.5  329716.3
  6472   739.456   120.086   748.005     0.029     0.029     1.002      0.00  -951049.5  -56027.6
  6471   687.079  -324.352   758.390     0.027     0.027     1.001      0.00  -966007.8  -70985.9
  6470  -122.345  -269.763   296.165     0.135     0.136     1.038      0.04  -531040.0  363981.9
  6469   103.271   782.362   789.602     0.030     0.030     1.003      0.00  -951422.6       0.0
  6468    59.736  -406.975   410.539     0.082     0.082     1.016      0.02  -672372.6  279050.0
  6959  -886.984  -824.519  1211.518     0.012     0.012     1.001      0.00  -1200348.8       0.0
  6958   813.491  -284.905   860.549     0.022     0.022     1.001      0.00  -1028101.8  172247.1
  6957   361.116  -141.128   386.319     0.085     0.085     1.011      0.01  -648650.2  551698.6
  6956  -523.897   110.237   536.726     0.052     0.052     1.004      0.00  -789081.0  411267.8
  6955    41.941  -186.739   190.512     0.241     0.249     1.110      0.11  -367301.6  833047.3
  6954   844.830   238.102   876.703     0.022     0.022     1.001      0.00  -1028587.8  171761.0
  6953   386.097   497.501   629.468     0.044     0.044     1.005      0.01  -843196.5  357152.3
  6952  -354.365  -715.290   798.258     0.026     0.026     1.002      0.00  -986873.5  213475.3
  6951   561.932  -712.081   905.833     0.020     0.020     1.001      0.00  -1054045.7  146303.1
  6950  -762.021  -349.778   839.345     0.023     0.023     1.001      0.00  -1014116.5  186232.4
  6949   536.085   117.106   547.634     0.050     0.051     1.004      0.00  -796827.6       0.0
  6948  -643.899  -810.220  1035.217     0.016     0.016     1.001      0.00  -1118940.1  -322112.5
  6947   878.523   237.939   909.126     0.021     0.021     1.001      0.00  -1047303.3  -250475.7
  6946  -272.686  -494.310   564.598     0.048     0.048     1.006      0.01  -818389.3  -21561.7
  6945   446.052   460.177   640.453     0.042     0.042     1.004      0.00  -855255.9  -58428.3
  6944   859.203    73.218   861.120     0.023     0.023     1.001      0.00  -1023182.0  -226354.3
  6943   464.337   496.920   679.700     0.038     0.038     1.003      0.00  -884840.7  -88013.0
  6942   624.832   906.666  1100.918     0.016     0.016     1.001      0.00  -1132317.1  -335489.5
  6941  -736.875   174.003   758.505     0.028     0.028     1.001      0.00  -957929.4  -161101.8
  6940  -111.113     7.296   112.647     0.401     0.438     1.287      0.27  -185464.8  611362.9
  6939  -476.387   220.606   526.387     0.055     0.055     1.005      0.01  -774050.9       0.0
  6938   717.164  -597.513   932.097     0.019     0.019     1.001      0.00  -1069093.8  -295042.9
  6937   737.554   125.179   746.969     0.029     0.029     1.002      0.00  -950173.5  -176122.7
  6936   100.177  -800.297   805.771     0.026     0.026     1.002      0.00  -991982.0  -217931.1
  6935   440.503  -491.990   659.076     0.036     0.036     1.003      0.00  -897517.3  -123466.5
  6934   -64.585   561.428   565.893     0.056     0.056     1.008      0.01  -780418.0   -6367.1
  6933  -812.862   202.969   839.188     0.024     0.024     1.001      0.00  -1008517.0  -234466.1
  6932   360.117    14.003   359.160     0.098     0.098     1.014      0.01  -607238.1  166812.8
  6931  -487.967  -296.951   571.970     0.046     0.046     1.004      0.00  -826679.9  -52629.0
  6930   681.939   487.643   837.696     0.025     0.025     1.002      0.00  -997121.0  -223070.2
  6929  -244.791  -654.029   698.198     0.034     0.034     1.004      0.00  -920363.5       0.0
  6928   784.169  -353.705   858.849     0.022     0.022     1.001      0.00  -1027631.6  -107268.1
  6927   706.689  -449.076   835.912     0.023     0.023     1.001      0.00  -1014579.7  -94216.2
  6926    55.390  -895.394   896.408     0.022     0.022     1.002      0.00  -1045079.8  -124716.3
  6925   877.948  -292.545   924.019     0.019     0.020     1.001      0.00  -1063733.4  -143369.9
  6924  -668.289  -900.911  1121.966     0.014     0.014     1.001      0.00  -1160061.5  -239698.0
  6923   119.865     6.962   118.852     0.381     0.412     1.248      0.24  -200043.9  720319.6
  6922  -573.296   906.985  1074.179     0.016     0.016     1.001      0.00  -1121438.7  -201075.2
  6921   697.587   607.980   924.811     0.021     0.021     1.001      0.00  -1045895.2  -125531.7
  6920  -110.865   876.267   884.028     0.024     0.024     1.002      0.00  -1011857.2  -91493.7
  6919   117.759  -491.106   504.131     0.058     0.058     1.009      0.01  -766579.8       0.0
  6918   173.607   112.389   206.099     0.237     0.244     1.088      0.09  -350195.7  416384.1
  6917   322.629   659.805   734.469     0.034     0.034     1.004      0.00  -917266.9  -150687.1
  6916   541.566   479.508   722.815     0.033     0.033     1.003      0.00  -918868.9  -152289.1
  6915   525.411   624.050   815.447     0.027     0.027     1.002      0.00  -976919.8  -210340.1
  6914  -797.262  -286.941   848.297     0.023     0.023     1.001      0.00  -1019300.5  -252720.7
  6913  -667.534  -536.830   857.204     0.023     0.023     1.001      0.00  -1024303.2  -257723.4
  6912   386.366  -685.079   785.361     0.027     0.027     1.002      0.00  -981962.1  -215382.4
  6911  -272.489  -627.968   684.470     0.035     0.035     1.004      0.00  -910803.1  -144223.3
  6910  -622.223  -166.922   645.276     0.037     0.037     1.003      0.00  -884019.0  -117439.2
  6909   663.048   571.238   874.639     0.023     0.023     1.001      0.00  -1017109.2       0.0
  6908   117.534  -296.271   317.693     0.119     0.120     1.028      0.03  -563808.3  453300.9
  6907  -471.668  -364.954   596.987     0.043     0.043     1.004      0.00  -846890.7  170218.5
  6906  -554.821  -201.314   591.184     0.043     0.043     1.003      0.00  -842197.9  174911.2
  6905   -22.612  -738.272   738.036     0.031     0.031     1.003      0.00  -947742.9   69366.3
  6904   892.876    36.784   892.405     0.021     0.021     1.001      0.00  -1041956.9  -24847.8
  6903  -834.198  -250.348   871.977     0.022     0.022     1.001      0.00  -1032959.0  -15849.9
  6902   162.766  -576.933   598.515     0.044     0.044     1.005      0.01  -847820.8  169288.4
  6901  -574.924  -515.904   772.980     0.027     0.027     1.002      0.00  -972573.0   44536.2
  6900   908.976  -887.433  1269.012     0.011     0.011     1.000      0.00  -1226480.1  -209371.0
  6899   764.276   100.741   769.725     0.028     0.028     1.001      0.00  -965940.2       0.0
  6898   589.530  -762.735   962.748     0.018     0.018     1.001      0.00  -1084696.0  -118755.8
  6897  -856.600   158.292   872.450     0.022     0.022     1.001      0.00  -1029102.7  -63162.5
  6896  -604.990  -111.050   616.220     0.040     0.040     1.003      0.00  -861164.4  104775.8
  6895  -559.411  -353.254   662.341     0.036     0.036     1.003      0.00  -897233.1   68707.1
  6894  -162.770   823.601   840.385     0.027     0.027     1.002      0.00  -986024.3  -20084.1
  6893     2.993  -434.614   433.996     0.076     0.076     1.014      0.02  -696257.4  269682.8
  6892  -487.962  -858.338   987.426     0.018     0.018     1.001      0.00  -1094210.3  -128270.1
  6891  -643.633   406.548   762.671     0.029     0.029     1.002      0.00  -953894.7   12045.5
  6890   319.802   224.999   390.355     0.094     0.095     1.015      0.02  -621619.7  344320.5
  6889  -367.097   635.191   734.807     0.033     0.033     1.003      0.00  -922686.2       0.0
  6888   398.975   880.527   966.750     0.020     0.020     1.002      0.00  -1060681.2  -137995.0
  6887   882.882  -297.555   930.288     0.019     0.019     1.001      0.00  -1067166.8  -144480.6
  6886  -186.880   857.118   878.131     0.024     0.024     1.002      0.00  -1009373.8  -86687.5
  6885   128.840   133.620   185.200     0.291     0.304     1.147      0.15  -295378.1  627308.1
  6884  -378.357  -648.431   750.840     0.029     0.029     1.003      0.00  -956770.1  -34083.8
  6883   443.109   -88.506   450.509     0.067     0.067     1.007      0.01  -715148.0  207538.3
  6882   486.101   133.023   502.928     0.059     0.059     1.006      0.01  -754493.8  168192.4
  6881   537.074   390.971   663.662     0.038     0.038     1.003      0.00  -878520.7   44165.5
  6880   -41.403  -254.871   257.803     0.167     0.170     1.058      0.06  -475534.2  447152.0
  6879   327.312   367.933   492.083     0.067     0.067     1.009      0.01  -722635.4       0.0
  6878   739.324   171.846   757.952     0.029     0.029     1.002      0.00  -956124.5  -233489.1
  6877   152.621  -571.146   590.262     0.045     0.045     1.005      0.01  -841074.9  -118439.4
  6876  -292.848  -821.056   871.555     0.023     0.023     1.002      0.00  -1030486.1  -307850.6
  6875   -63.967   659.447   663.283     0.042     0.042     1.005      0.01  -861562.2  -138926.8
  6874   149.840  -143.870   206.392     0.205     0.209     1.067      0.07  -398054.5  324581.0
  6873   875.932   350.956   942.691     0.020     0.020     1.001      0.00  -1063438.7  -340803.2
  6872   150.065   643.181   660.777     0.042     0.042     1.005      0.01  -859250.4  -136614.9
  6871   859.761  -341.034   923.533     0.020     0.020     1.001      0.00  -1063822.3  -341186.9
  6870     4.584   416.160   416.795     0.097     0.098     1.022      0.02  -626463.5   96172.0
  6869  -286.955   855.473   903.307     0.023     0.023     1.002      0.00  -1025893.4       0.0
  6868   138.647  -421.308   442.553     0.072     0.072     1.012      0.01  -707586.3  318307.1
  6867    75.923  -555.174   559.557     0.049     0.049     1.007      0.01  -814710.3  211183.1
  6866  -696.279   192.517   723.779     0.031     0.031     1.002      0.00  -933877.4   92016.0
  6865   302.971   785.005   841.571     0.026     0.026     1.002      0.00  -986834.8   39058.6
  6864   469.200  -104.607   479.359     0.061     0.061     1.006      0.01  -744132.1  281761.3
  6863   -54.753    57.698    80.859     0.610     0.769     2.122      0.82  -73865.8  952027.6
  6862  -408.564   459.882   616.454     0.044     0.044     1.004      0.00  -839168.8  186724.5
  6861  -618.003  -505.309   798.867     0.026     0.026     1.002      0.00  -989089.8   36803.5
  6860   236.313   266.084   355.505     0.115     0.116     1.025      0.03  -567452.2  458441.1
  6859   -31.885  -173.174   175.706     0.273     0.284     1.145      0.15  -337843.1       0.0
  6858   896.007   473.665  1012.684     0.017     0.017     1.001      0.00  -1098184.3  -760341.2
  6857   615.654  -882.292  1074.629     0.015     0.015     1.001      0.00  -1140308.9  -802465.8
  6856   880.544  -175.489   896.508     0.021     0.021     1.001      0.00  -1047426.1  -709583.0
  6855  -294.064    82.297   306.739     0.127     0.128     1.022      0.02  -532089.4  -194246.4
  6854   354.163    67.980   359.514     0.100     0.100     1.014      0.02  -602381.9  -264538.8
  6853  -132.909  -253.756   286.491     0.142     0.143     1.041      0.04  -517547.2  -179704.1
  6852  -603.598  -623.704   868.377     0.022     0.022     1.001      0.00  -1030333.2  -692490.1
  6851   614.384   328.108   695.695     0.034     0.034     1.002      0.00  -906346.5  -568503.5
  6850   604.558   465.485   762.384     0.030     0.030     1.002      0.00  -947959.8  -610116.7
  6849   410.687  -382.461   559.853     0.047     0.047     1.004      0.00  -819919.8       0.0
  6848   102.396   211.349   234.864     0.234     0.241     1.105      0.11  -371607.7  448312.1
  6847   177.319   587.759   614.158     0.048     0.048     1.007      0.01  -822345.8   -2426.0
  6846   755.879  -623.218   978.306     0.018     0.018     1.001      0.00  -1093515.5  -273595.7
  6845  -159.445  -486.631   511.888     0.058     0.058     1.009      0.01  -771565.7   48354.1
  6844  -817.540   398.774   911.012     0.021     0.021     1.001      0.00  -1046643.0  -226723.2
  6843    -2.248  -511.478   510.868     0.058     0.058     1.009      0.01  -771072.9   48846.9
  6842   104.349   770.603   778.085     0.031     0.031     1.003      0.00  -943703.8  -123784.0
  6841   500.828   259.846   563.398     0.050     0.050     1.004      0.00  -802202.1   17717.7
  6840  -793.898   232.401   828.594     0.024     0.024     1.001      0.00  -1001441.0  -181521.2
  6839   188.923   896.795   916.830     0.023     0.023     1.002      0.00  -1030401.7       0.0
  6838   300.950   206.195   364.130     0.105     0.106     1.018      0.02  -590110.6  440291.1
  6837   157.301  -151.324   216.937     0.192     0.196     1.059      0.06  -416207.4  614194.4
  6836   901.639   -90.565   904.865     0.020     0.020     1.001      0.00  -1050995.5  -20593.8
  6835  -232.272  -686.802   724.830     0.032     0.032     1.003      0.00  -938674.7   91727.0
